z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
31,69,Ga,10,0,stable,3/2-,+2.01659(5),,[23Na],NMR,"Nuclear Magnetic Resonance",1954WA37,,,,,,,,,
31,69,Ga,20,,,,+2.018(4),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,69,Ga,30,,,,,+0.171(2),,MS,"Molecular Spectroscopy",2008PY02,"10.1080/00268970802018367 ",,,,,,,,
31,69,Ga,40,,,,,+0.171(11),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,69,Ga,50,,,,,"+0.1650(8) a",,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1998PE11,10.1016/S0009-2614(98)00960-9,,,,,,,,
31,69,Ga,60,,,,,"+0.173(3) a",,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1998TO**,10.1016/S0009-2614(98)00608-3,,,,,,,,
31,70,Ga,10,0,"21.1 m",1+,+0.571(2),,[69Ga],CLS,"Resonance Cell Laser Spectroscopy",2012PR11,10.1103/PhysRevC.86.034329,,,,,,,,
31,70,Ga,20,,,,,+0.105(7),[69Ga],CLS,"Resonance Cell Laser Spectroscopy",2012PR11,10.1103/PhysRevC.86.034329,,,,,,,,
31,70,Ga,30,879,"22.7 ns",4-,-0.26(10),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1976TA09,10.1103/PhysRevC.14.329,,,,,,,,
31,71,Ga,10,0,stable,3/2-,+2.56227(2),,[23Na],NMR,"Nuclear Magnetic Resonance",1954WA37,,,,,,,,,
31,71,Ga,20,,,,,+0.107(1),,MS,"Molecular Spectroscopy",2008PY02,"10.1080/00268970802018367 ",,,,,,,,
31,71,Ga,30,,,,,+0.1040(8),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1998PE11,10.1016/S0009-2614(98)00960-9,,,,,,,,
31,71,Ga,40,,,,,+0.109(2),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1998TO31,10.1016/S0009-2614(98)00608-3,,,,,,,,
31,72,Ga,10,0,"14.1 h",3-,-0.134(4),,[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,72,Ga,20,,,,-0.13224(2),,"[69,71Ga]",AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1962EH02,"10.1103/PhysRev.127.529 ",,,,,,,,
31,72,Ga,40,,,,,+0.54(3),[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,73,Ga,10,0,"4.86 h",3/2-,+0.209(2),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,74,Ga,10,0,"8.12 m","if 3-",0.00(8),,[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,74,Ga,20,,,"if 4-",0.00(8),,[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,74,Ga,30,,,"if 3-",,+0.55(4),[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,74,Ga,40,,,"if 4-",,+0.60(4),[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,75,Ga,10,0,"126 s",3/2-,+1.836(4),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,75,Ga,20,,,,,-0.285(17),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,76,Ga,10,0,"32.6 s",(2+),-0.946(4),,[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,76,Ga,20,,,,,+0.33(2),[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,77,Ga,10,0,"13.2 s",3/2-,+2.020(3),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,77,Ga,20,,,,,-0.208(13),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,78,Ga,10,0,"5.1 s",(2+),-1.215(5),,[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,78,Ga,20,,,,,+0.33(2),[71Ga],LRS,"Laser Resonance Spectroscopy",2011MA45,10.1103/PhysRevC.84.024303,,,,,,,,
31,79,Ga,10,0,"2.85 s",3/2-,+1.047(3),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,79,Ga,20,,,,,+0.158(10),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,80,Ga,10,0,"1.9 s",(6-),+0.036(4),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH50,10.1103/PhysRevC.82.051302,,,,,,,,
31,80,Ga,20,,,,,+0.48(3),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH50,10.1103/PhysRevC.82.051302,,,,,,,,
31,80,Ga,30,"22,4","1.3 s",(3-),-1.425(5),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH50,10.1103/PhysRevC.82.051302,,,,,,,,
31,80,Ga,40,,,,,+0.38(2),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH50,10.1103/PhysRevC.82.051302,,,,,,,,
31,81,Ga,10,0,"1.22 s",5/2-,+1.747(5),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,81,Ga,20,,,,,-0.048(8),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
32,67,Ge,10,,,,-0.849(12),,"[69Ge 398.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1991LE31,10.1016/0168-583X(91)95045-F,,,,,,,,
32,67,Ge,20,,,,,0.92(9),"[73Ge 13.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1993CO17,10.1007/BF00567498,1981VI05,10.1007/BF01022083,,,,,,
32,68,Ge,10,1016,"2.1 ps",2+,+1.1(3),,,TF,"Transient Field integral perturbed angular correlation",2005LE19,,,,,,,,,
32,68,Ge,20,3696,"0.49 ps",6+,+2.4#,,est.,TF,"Transient Field integral perturbed angular correlation",1986BA64,10.1088/0305-4616/12/12/006,,,,,,,,
32,68,Ge,30,3883,"132 ps",6-,0.53(11),,"[74Ge 596.]",RIGV,"Recoil into gas or vacuum",1982BA42,"10.1088/0305-4616/8/10/010 ",,,,,,,,
32,68,Ge,40,4054,"118 ps",7-,0.78(12),,"[74Ge 596.]",RIGV,"Recoil into gas or vacuum",1982BA42,"10.1088/0305-4616/8/10/010 ",,,,,,,,
32,68,Ge,50,4838,"1.04 ps",8+,+0.8(3),,"[68Ge 3696.]",TF,"Transient Field integral perturbed angular correlation",1986BA64,10.1088/0305-4616/12/12/006,,,,,,,,
32,68,Ge,60,5050,"0.49 ps",8+,-2.2(11),,"[68Ge 3696.]",TF,"Transient Field integral perturbed angular correlation",1986BA64,10.1088/0305-4616/12/12/006,,,,,,,,
32,69,Ge,10,,,,0.735(7),,[73Ge],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1970OL02,10.1103/PhysRevC.2.228,,,,,,,,
32,69,Ge,30,,,,,"0.024(5) st",[73Ge],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1970OL02,10.1103/PhysRevC.2.228,,,,,,,,
32,69,Ge,40,398,"2.8 &mu;s",9/2+,-1.001(3),,,SOP/RDAD,"Stroboscopic Observation of Perturbed Angular Distribution (Re-evaluated)",1970CH05,10.1103/PhysRevC.1.613,,,,,,,,
32,69,Ge,50,,,,,0.75(8),"[73Ge 13.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1993CO17,10.1007/BF00567498,1981VI05,10.1007/BF01022083,,,,,,
32,70,Ge,10,1039,"1.30 ps",2+,+0.88(8),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,70,Ge,20,,,,+0.84(8),,,TF,"Transient Field integral perturbed angular correlation",2007BO41,10.1103/PhysRevC.76.054311,,,,,,,,
32,70,Ge,30,,,,+0.9(2),,,TF,"Transient Field integral perturbed angular correlation",2006LE31,10.1103/PhysRevC.74.024315,,,,,,,,
32,70,Ge,40,,,,+0.7(2),,,TF,"Transient Field integral perturbed angular correlation",1987LA20,10.1071/PH870117,,,,,,,,
32,70,Ge,50,,,,+0.94(5),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,70,Ge,60,,,,+0.8(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1977FA07,10.1016/0375-9474(77)90209-3,,,,,,,,
32,70,Ge,80,,,,,+0.03(6),,CER,"Coulomb excitation reorientation",1980LE16,10.1103/PhysRevC.22.1530,2000TO12,10.1007/s100500070019,,,,,,
32,70,Ge,90,1707,"1.1 ps",2+,+1.3(6),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,70,Ge,100,,,,+0.8(12),,,TF,"Transient Field integral perturbed angular correlation",2006LE31,10.1103/PhysRevC.74.024315,,,,,,,,
32,70,Ge,110,2153,"0.8 ps",4+,+0.9(12),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,70,Ge,120,,,,+2.0(8),,,TF,"Transient Field integral perturbed angular correlation",2007BO41,10.1103/PhysRevC.76.054311,,,,,,,,
32,70,Ge,130,2562,"0.4 ps",3-,+0.3(9),,,TF,"Transient Field integral perturbed angular correlation",2007BO41,10.1103/PhysRevC.76.054311,,,,,,,,
32,71,Ge,20,175,"79 ns",5/2-,+1.018(10),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1968MO12,10.1016/0370-2693(68)90186-X,,,,,,,,
32,71,Ge,30,198,"20.4 ms",9/2+,-1.0413(7),,,NMR/AC,"Nuclear Magnetic Resonance detected using Angular Correlation",1970BE29,"10.1016/0375-9474(70)90951-6 ",,,,,,,,
32,71,Ge,40,,,,,0.34(5),,QIR,"Quadrupole Interaction deduced from Relaxation Time",1975RI03,10.1088/0031-8949/11/42097/17,1976BR41,10.1007/BF01021139,,,,,,
32,72,Ge,10,,,,+0.88(4),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,72,Ge,20,,,,+0.80(7),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,72,Ge,30,,,,+0.74(9),,,TF,"Transient Field integral perturbed angular correlation",1987LA20,10.1071/PH870117,,,,,,,,
32,72,Ge,50,,,,,-0.13(6),,CER,"Coulomb excitation reorientation",1980LE16,10.1103/PhysRevC.22.1530,,,,,,,,
32,72,Ge,60,1464,"4.5 ps",2+,+0.84(42),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,72,Ge,70,1728,"1.55 ps",4+,+1.6(4),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,73,Ge,10,,,,-0.8794677(2),,[2H],NMR,"Nuclear Magnetic Resonance",1974SA25,,,,,,,,,
32,73,Ge,20,,,,,-0.196(1),,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",2008PY02,"10.1080/00268970802018367 ",1999KE17,10.1080/00268979909482960,,,,,,
32,73,Ge,50,13,"2.92 &mu;s",5/2+,1.08(3),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1993CO17,10.1007/BF00567498,,,,,,,,
32,73,Ge,60,,,,-0.94(3),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1975HA37,10.1016/0370-2693(75)90578-X,,,,,,,,
32,73,Ge,70,,,,,0.70(8),"[69Ge 398.]",TDPAC,"Time Dependent Perturbed Angular Correlation",1993CO17,10.1007/BF00567498,,,,,,,,
32,73,Ge,80,,,,,-0.4(3),,ME,"Mossbauer Effect",1983PF02,10.1103/PhysRevB.27.4018,,,,,,,,
32,74,Ge,10,,,,+0.70(2),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,74,Ge,20,,,,+0.70(5),,,TF,"Transient Field integral perturbed angular correlation",1987LA20,10.1071/PH870117,,,,,,,,
32,74,Ge,30,,,,+0.87(4),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,74,Ge,50,,,,,-0.19(2),,CER,"Coulomb excitation reorientation",2000TO12,10.1007/s100500070019,,,,,,,,
32,74,Ge,60,,,,,-0.25(6),,CER,"Coulomb excitation reorientation",1980LE16,10.1103/PhysRevC.22.1530,,,,,,,,
32,74,Ge,70,1204,"5.4 ps",2+,+0.94(20),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,74,Ge,80,,,,+0.8(2),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,74,Ge,90,,,,,0.26(6),,CER,"Coulomb excitation reorientation",2000TO12,10.1007/s100500070019,,,,,,,,
32,74,Ge,100,1464,"1.53 ps",4+,+1.6(5),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,75,Ge,10,0,"82.8 m",1/2-,+0.510(5),,[73Ge],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1970OL02,10.1103/PhysRevC.2.228,,,,,,,,
32,76,Ge,10,,,,+0.64(2),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,76,Ge,20,,,,+0.67(8),,,TF,"Transient Field integral perturbed angular correlation",1987LA20,10.1071/PH870117,,,,,,,,
32,76,Ge,30,,,,+0.84(5),,,TF,"Transient Field integral perturbed angular correlation",1984PA20,10.1088/0305-4616/10/12/014,,,,,,,,
32,76,Ge,50,,,,,-0.19(6),,CER,"Coulomb excitation reorientation",1980LE16,10.1103/PhysRevC.22.1530,,,,,,,,
32,76,Ge,60,1108,"8.0 ps",2+,+0.78(10),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
32,76,Ge,70,1410,"1.8 ps",4+,+1.0(7),,,TF,"Transient Field integral perturbed angular correlation",2013GU23,10.1103/PhysRevC.88.014301,,,,,,,,
33,68,As,10,2158,"36 ns",9(+),2.1(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1986RAZU,,,,,,,,,
33,69,As,10,0,"15.2 m",5/2-,+1.623(2),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2005GO44,10.1103/PhysRevC.72.064316,,,,,,,,
33,69,As,20,,,,1.2(2),,[75As],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,69,As,30,1306,"1.35 ns",9/2+,+4.7(6),,,IPAD,"Integral Perturbed Angular Distribution",1980BE32,10.1007/BF01412659,,,,,,,,
33,69,As,40,,,,+6(2),,,RIGV,"Recoil into gas or vacuum",1981KI07,,,,,,,,,
33,70,As,10,0,"53 m",4+,+2.1061(2),,[75As],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,70,As,20,,,,,+0.09(2),[75As],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,70,As,30,888,"4.5 ns",7-,0.75(5),,,IPAD,"Integral Perturbed Angular Distribution",1991BA43,10.1016/0375-9474(91)90455-F,,,,,,,,
33,71,As,10,0,"65.3 h",5/2-,(+)1.674(2),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1976HE25,10.1007/BF01021149,1976HE06,10.1016/0375-9474(76)90073-7,,,,,,
33,71,As,30,,,,1.64(4),,,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,71,As,40,,,,,-0.021(6)),[72As],NO/S,"Static Nuclear Orientation with gamma detection",1988WH03,10.1007/BF02398300,,,,,,,,
33,71,As,50,1000,"19.8 ns",9/2+,+5.15(9),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1971BEWR,,,,,,,,,
33,72,As,10,0,"26 h",2-,-2.1566(3),,[75As],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,72,As,20,,,,,-0.08(2),[75As],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1980HO02,10.1007/BF01473115,,,,,,,,
33,72,As,30,214,"85 ns",3+,+1.58(2),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1975BE32,10.1016/0375-9474(75)90093-7,,,,,,,,
33,72,As,40,561,"87 ns",7-,-0.812(14),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1977RA03,10.1103/PhysRevC.15.1583,,,,,,,,
33,73,As,10,67,"5.0 ns",5/2-,+1.63(10),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1963BO26,10.1016/0031-9163(63)90479-7,,,,,,,,
33,73,As,20,,,,,0.356(12),[75As],TDPAC,"Time Dependent Perturbed Angular Correlation",1992SC21,10.1007/BF01291526,,,,,,,,
33,73,As,30,428,"5.7 &mu;s",9/2+,+5.234(14),,,SOP/RDAD,"Stroboscopic Observation of Perturbed Angular Distribution (Re-evaluated)",1970BE23,10.1103/PhysRevLett.25.102,,,,,,,,
33,74,As,10,0,"17.8 d",2-,-1.597(3),,[75As],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972KA35,10.1016/0375-9474(72)90329-6,,,,,,,,
33,75,As,10,0,stable,3/2-,+1.43948(7),,[2H],NMR,"Nuclear Magnetic Resonance",1953TI01,10.1103/PhysRev.89.595,1952JE05,10.1103/PhysRev.92.1262,,,,,,
33,75,As,20,,,,,0.314(6),,Mu-X,"Muonic X-ray Hyperfine Structure",1982EF01,10.1007/BF01420154,,,,,,,,
33,75,As,30,,,,,+0.30(5),,O,"Optical Spectroscopy",1983VO15,10.1016/0378-4363(83)90018-9,,,,,,,,
33,75,As,40,265,"11.2 ps",3/2-,+1.0(2),,,IPAC,"Integral Perturbed Angular Correlation",1973CH45,10.1007/BF02847180,1971BEWK,,,,,,,
33,75,As,50,280,"273 ps",5/2-,+0.92(2),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1989MO14,10.1016/0375-9474(89)90423-5,,,,,,,,
33,75,As,60,,,,+0.81(8),,,IPAC,"Integral Perturbed Angular Correlation",1973CH45,10.1007/BF02847180,1971BEWK,,,,,,,
33,76,As,10,0,"26.2 h",2-,(-)0.9028(10),,[75As],NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",1999OH01,10.1103/PhysRevC.59.669,,,,,,,,
33,76,As,20,,,,-0.906(5),,[75As],NO/D,"Dynamic Nuclear Orientation",1958PI43,10.1103/PhysRev.109.1423,,,,,,,,
33,76,As,30,,,,,7(8),,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1961CH10,10.1103/PhysRev.122.1302,,,,,,,,
33,76,As,40,44,"1.84 &mu;s",(1)+,+0.559(5),,"[19F 197.]",SOP/RDAD,"Stroboscopic Observation of Perturbed Angular Distribution (Re-evaluated)",1971BEWJ,,,,,,,,,
33,77,As,10,0,"38.8 h",3/2-,+1.2946(13),,[75As],NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",1999OH01,10.1103/PhysRevC.59.669,,,,,,,,
33,77,As,20,264,"304 ps",5/2-,+0.74(2),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1989MO14,10.1016/0375-9474(89)90423-5,,,,,,,,
33,77,As,30,,,,+0.83(7),,,IPAC,"Integral Perturbed Angular Correlation",1973CH42,10.1016/0375-9474(73)90630-1,,,,,,,,
33,77,As,40,475,"114 &mu;s",9/2+,+5.525(9),,,SOP/RDAD,"Stroboscopic Observation of Perturbed Angular Distribution (Re-evaluated)",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
33,77,As,50,632,"60 ps",5/2+,+2.5(4),,,IPAC,"Integral Perturbed Angular Correlation",1974CH31,10.1103/PhysRevC.10.774,,,,,,,,
34,72,Se,10,862,"2.8 ps",2+,,'-0.6(3),,CER,"Coulomb excitation reorientation",2018HE14,PhysRevLett.121.082502,,,,,,,,
34,73,Se,10,0,"7.15 h",9/2+,0.892(13),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2001ST31,10.1023/A:1012269720057,,,,,,,,
34,73,Se,20,,,,0.87(5),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1988BE39,10.1103/PhysRevC.38.2329,,,,,,,,
34,73,Se,30,,,,0.85(7),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987NI13,10.1143/JPSJ.56.3512,,,,,,,,
34,74,Se,10,,,,+0.86(5),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,74,Se,20,,,,,-0.36(7),,CER,"Coulomb excitation reorientation",1978LE22,10.1103/PhysRevC.18.2801,,,,,,,,
34,74,Se,30,1269,"4.0 ps",2+,1.1(2),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,74,Se,40,1363,"1.86 ps",4+,2.0(4),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,75,Se,10,0,"119.8 d",5/2+,0.683(10),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2001ST31,10.1023/A:1012269720057,,,,,,,,
34,75,Se,20,,,,0.67(4),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1974CA23,10.1103/PhysRevB.10.1075,,,,,,,,
34,76,Se,10,,,,+0.80(5),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,76,Se,20,,,,+0.8(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1969HE11,10.1016/0375-9474(69)90633-2,,,,,,,,
34,76,Se,30,,,,+0.8(2),,,IPAC,"Integral Perturbed Angular Correlation",1967MU10,10.1139/p67-141,,,,,,,,
34,76,Se,40,,,,,-0.34(7),,CER,"Coulomb excitation reorientation",1977LE11,10.1016/0375-9474(77)90689-3,,,,,,,,
34,76,Se,50,,,,,-0.30(5),,CER,"Coulomb excitation reorientation",1976VOZX,,,,,,,,,
34,76,Se,60,1216,"3.4 ps",2+,0.70(12),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,76,Se,70,1331,"1.52 ps",4+,2.6(4),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,77,Se,10,,,,+0.5350422(6),,[23Na],NMR,"Nuclear Magnetic Resonance",1978KO39,,1953WE51,10.1103/PhysRev.89.923,,,,,,
34,77,Se,20,,,,0.5350743(3),,[1H],NMR,"Nuclear Magnetic Resonance",1978KO39,,,,,,,,,
34,77,Se,30,250,"9.6 ns",5/2-,+1.12(3),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1984ZA08,10.1088/0305-4616/10/11/013,,,,,,,,
34,77,Se,40,,,,,+0.76(5),,TDPAC,"Time Dependent Perturbed Angular Correlation",2008PY02,"10.1080/00268970802018367 ",1983UN02,10.1007/BF02143938,,,,,,
34,77,Se,50,439,"23 ps",5/2-,+1.0(3),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1970ROZS,,,,,,,,,
34,78,Se,10,,,,+0.77(5),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,78,Se,20,,,,+0.8(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1969HE11,10.1016/0375-9474(69)90633-2,,,,,,,,
34,78,Se,30,,,,,-0.26(9),,CER,"Coulomb excitation reorientation",1977LE11,10.1016/0375-9474(77)90689-3,,,,,,,,
34,78,Se,40,,,,,-0.30(11),,CER,"Coulomb excitation reorientation",1976VOZX,,,,,,,,,
34,78,Se,50,1308,"4.2 ps",2+,0.7(2),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,78,Se,60,1503,"1.04 ps",4+,1.6(5),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,79,Se,10,0,"&lt;3.3&times;10<sup>5</sup> y",7/2+,-1.018(15),,,MA,"Microwave Absorption in gases",1953HA50,10.1103/PhysRev.92.1532,,,,,,,,
34,80,Se,10,,,,+0.87(5),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,80,Se,20,,,,+0.8(3),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1969HE11,10.1016/0375-9474(69)90633-2,,,,,,,,
34,80,Se,30,,,,,-0.31(7),,CER,"Coulomb excitation reorientation",1977LE11,10.1016/0375-9474(77)90689-3,,,,,,,,
34,80,Se,40,,,,,-0.35(12),,CER,"Coulomb excitation reorientation",1976VOZX,,,,,,,,,
34,80,Se,50,1449,"1.95 ps",2+,0.7(2),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,80,Se,60,1701,"0.66 ps",4+,2.7(10),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
34,82,Se,10,,,,+0.99(6),,,TF,"Transient Field integral perturbed angular correlation",1978BR38,10.1007/BF01021837,,,,,,,,
34,82,Se,20,,,,+0.9(3),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1969HE11,10.1016/0375-9474(69)90633-2,,,,,,,,
34,82,Se,30,,,,,-0.22(7),,CER,"Coulomb excitation reorientation",1977LE11,10.1016/0375-9474(77)90689-3,,,,,,,,
34,82,Se,40,1735,"0.96 ps",4+,2.3(15),,"[82Se 654.]",TF,"Transient Field integral perturbed angular correlation",1998SP03,10.1103/PhysRevC.57.2181,,,,,,,,
35,72,Br,10,0,"79 s",(3+),0.60(10),,,NO/S,"Static Nuclear Orientation with gamma detection",1992BA68,10.1007/BF02399000,,,,,,,,
35,72,Br,20,101,"10.6 s",(1-),>0.7,,,NO/S,"Static Nuclear Orientation with gamma detection",1992GR20,10.1103/PhysRevC.46.2228,,,,,,,,
